"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","square,circle,diamond","null","80,81","circle,square,hexagon,diamond,triangle","B","A","D","80","common","training","1","true","1","categorize-html","4","199241","0.0-4.0-0.0","25407","202301617","none"
"null","false","circle,diamond,square","null","80,81","circle,square,hexagon,diamond,triangle","A","D","B","80","common","training","2","true","1","categorize-html","6","205285","0.0-4.0-2.0","25407","202301617","none"
"3373","false","square,diamond,circle","32","80,81","circle,square,hexagon,diamond,triangle","B","D","A","80","common","training","3","true","1","categorize-html","8","209681","0.0-4.0-4.0","25407","202301617","none"
"3653.599999964237","false","hexagon,triangle,circle","32","80,81","circle,square,hexagon,diamond,triangle","C","E","A","81","rare","training","4","true","1","categorize-html","10","214366","0.0-4.0-6.0","25407","202301617","none"
"4077.5","false","diamond,square,circle","32","80,81","circle,square,hexagon,diamond,triangle","D","B","A","80","common","training","5","true","1","categorize-html","12","219474","0.0-4.0-8.0","25407","202301617","none"
"2598.7000000476837","false","circle,diamond,square","32","80,81","circle,square,hexagon,diamond,triangle","A","D","B","80","common","training","6","true","1","categorize-html","14","223102","0.0-4.0-10.0","25407","202301617","none"
"2678.5","false","diamond,square,circle","32","80,81","circle,square,hexagon,diamond,triangle","D","B","A","80","common","training","7","true","1","categorize-html","16","226819","0.0-4.0-12.0","25407","202301617","none"
"null","false","circle,square,diamond","null","80,81","circle,square,hexagon,diamond,triangle","A","B","D","80","common","training","8","true","1","categorize-html","18","232860","0.0-4.0-14.0","25407","202301617","none"
"2293.399999976158","false","square,circle,diamond","32","80,81","circle,square,hexagon,diamond,triangle","B","A","D","80","common","training","9","true","1","categorize-html","20","236183","0.0-4.0-16.0","25407","202301617","none"
"2976","false","circle,square,diamond","32","80,81","circle,square,hexagon,diamond,triangle","A","B","D","80","common","training","10","true","1","categorize-html","22","240190","0.0-4.0-18.0","25407","202301617","none"
"2567.5","false","diamond,circle,square","32","80,81","circle,square,hexagon,diamond,triangle","D","A","B","80","common","training","11","true","1","categorize-html","24","243797","0.0-4.0-20.0","25407","202301617","none"
"3223.7000000476837","false","circle,hexagon,triangle","32","80,81","circle,square,hexagon,diamond,triangle","A","C","E","81","rare","training","12","true","1","categorize-html","26","248057","0.0-4.0-22.0","25407","202301617","none"
"3017.600000023842","false","circle,square,diamond","32","80,81","circle,square,hexagon,diamond,triangle","A","B","D","80","common","training","13","true","1","categorize-html","28","252109","0.0-4.0-24.0","25407","202301617","none"
"2827.7999999523163","false","circle,triangle,hexagon","32","80,81","circle,square,hexagon,diamond,triangle","A","E","C","81","rare","training","14","true","1","categorize-html","30","255971","0.0-4.0-26.0","25407","202301617","none"
"4451.299999952316","false","square,diamond,circle","32","80,81","circle,square,hexagon,diamond,triangle","B","D","A","80","common","training","15","true","1","categorize-html","32","261446","0.0-4.0-28.0","25407","202301617","none"
"3709.599999964237","false","diamond,square,circle","32","80,81","circle,square,hexagon,diamond,triangle","D","B","A","80","common","training","16","true","1","categorize-html","34","266201","0.0-4.0-30.0","25407","202301617","none"
"3111.800000011921","false","square,circle,diamond","32","80,81","circle,square,hexagon,diamond,triangle","B","A","D","80","common","training","17","true","1","categorize-html","36","270353","0.0-4.0-32.0","25407","202301617","none"
"3633.600000023842","false","diamond,circle,square","32","80,81","circle,square,hexagon,diamond,triangle","D","A","B","80","common","training","18","true","1","categorize-html","38","275010","0.0-4.0-34.0","25407","202301617","none"
"3720.900000035763","false","hexagon,circle,triangle","32","80,81","circle,square,hexagon,diamond,triangle","C","A","E","81","rare","training","19","true","1","categorize-html","40","279763","0.0-4.0-36.0","25407","202301617","none"
"4041.100000023842","false","square,diamond,circle","32","80,81","circle,square,hexagon,diamond,triangle","B","D","A","80","common","training","20","true","1","categorize-html","42","284840","0.0-4.0-38.0","25407","202301617","none"
"4514.699999988079","false","triangle,hexagon,circle","32","80,81","circle,square,hexagon,diamond,triangle","E","C","A","81","rare","training","21","true","1","categorize-html","44","290389","0.0-4.0-40.0","25407","202301617","none"
"3362.5","false","diamond,circle,square","32","80,81","circle,square,hexagon,diamond,triangle","D","A","B","80","common","training","22","true","1","categorize-html","46","294785","0.0-4.0-42.0","25407","202301617","none"
"3216.300000011921","false","circle,diamond,square","32","80,81","circle,square,hexagon,diamond,triangle","A","D","B","80","common","training","23","true","1","categorize-html","48","299030","0.0-4.0-44.0","25407","202301617","none"
"4236.800000011921","false","triangle,circle,hexagon","32","80,81","circle,square,hexagon,diamond,triangle","E","A","C","81","rare","training","24","true","1","categorize-html","50","304304","0.0-4.0-46.0","25407","202301617","none"
"4268.5","false","triangle,circle,hexagon","32","80,81","circle,square,hexagon,diamond,triangle","E","A","C","81","rare","training","25","true","2","categorize-html","53","323943","0.0-4.0-49.0","25407","202301617","none"
"null","false","square,diamond,circle","null","80,81","circle,square,hexagon,diamond,triangle","B","D","A","80","common","training","26","true","2","categorize-html","55","329991","0.0-4.0-51.0","25407","202301617","none"
"2724.399999976158","false","circle,diamond,square","32","80,81","circle,square,hexagon,diamond,triangle","A","D","B","80","common","training","27","true","2","categorize-html","57","333744","0.0-4.0-53.0","25407","202301617","none"
"3593.5","false","circle,square,diamond","32","80,81","circle,square,hexagon,diamond,triangle","A","B","D","80","common","training","28","true","2","categorize-html","59","338370","0.0-4.0-55.0","25407","202301617","none"
"3015.199999988079","false","hexagon,circle,triangle","32","80,81","circle,square,hexagon,diamond,triangle","C","A","E","81","rare","training","29","true","2","categorize-html","61","342417","0.0-4.0-57.0","25407","202301617","none"
"4154.399999976158","false","diamond,circle,square","32","80,81","circle,square,hexagon,diamond,triangle","D","A","B","80","common","training","30","true","2","categorize-html","63","347602","0.0-4.0-59.0","25407","202301617","none"
"4510.800000011921","false","hexagon,triangle,circle","32","80,81","circle,square,hexagon,diamond,triangle","C","E","A","81","rare","training","31","true","2","categorize-html","65","353150","0.0-4.0-61.0","25407","202301617","none"
"2670.199999988079","false","diamond,square,circle","32","80,81","circle,square,hexagon,diamond,triangle","D","B","A","80","common","training","32","true","2","categorize-html","67","356852","0.0-4.0-63.0","25407","202301617","none"
"3498.2000000476837","false","square,diamond,circle","32","80,81","circle,square,hexagon,diamond,triangle","B","D","A","80","common","training","33","true","2","categorize-html","69","361377","0.0-4.0-65.0","25407","202301617","none"
"4602.299999952316","false","square,circle,diamond","32","80,81","circle,square,hexagon,diamond,triangle","B","A","D","80","common","training","34","true","2","categorize-html","71","367010","0.0-4.0-67.0","25407","202301617","none"
"3569.600000023842","false","diamond,square,circle","32","80,81","circle,square,hexagon,diamond,triangle","D","B","A","80","common","training","35","true","2","categorize-html","73","371609","0.0-4.0-69.0","25407","202301617","none"
"4576.300000011921","false","circle,hexagon,triangle","32","80,81","circle,square,hexagon,diamond,triangle","A","C","E","81","rare","training","36","true","2","categorize-html","75","377223","0.0-4.0-71.0","25407","202301617","none"
"3485","false","square,circle,diamond","32","80,81","circle,square,hexagon,diamond,triangle","B","A","D","80","common","training","37","true","2","categorize-html","77","381742","0.0-4.0-73.0","25407","202301617","none"
"3694.5","false","diamond,circle,square","32","80,81","circle,square,hexagon,diamond,triangle","D","A","B","80","common","training","38","true","2","categorize-html","79","386470","0.0-4.0-75.0","25407","202301617","none"
"3755.699999988079","false","square,diamond,circle","32","80,81","circle,square,hexagon,diamond,triangle","B","D","A","80","common","training","39","true","2","categorize-html","81","391263","0.0-4.0-77.0","25407","202301617","none"
"4297.299999952316","false","circle,diamond,square","32","80,81","circle,square,hexagon,diamond,triangle","A","D","B","80","common","training","40","true","2","categorize-html","83","396598","0.0-4.0-79.0","25407","202301617","none"
"4867","false","triangle,hexagon,circle","32","80,81","circle,square,hexagon,diamond,triangle","E","C","A","81","rare","training","41","true","2","categorize-html","85","402493","0.0-4.0-81.0","25407","202301617","none"
"4377.600000023842","false","circle,triangle,hexagon","32","80,81","circle,square,hexagon,diamond,triangle","A","E","C","81","rare","training","42","true","2","categorize-html","87","407899","0.0-4.0-83.0","25407","202301617","none"
"3939.7999999523163","false","diamond,square,circle","32","80,81","circle,square,hexagon,diamond,triangle","D","B","A","80","common","training","43","true","2","categorize-html","89","412860","0.0-4.0-85.0","25407","202301617","none"
