"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"3908.7000000011176","false","hexagon,square,triangle","32","81,80","hexagon,square,circle,triangle,diamond","A","B","D","81","common","training","1","true","1","categorize-html","4","79367","0.0-4.0-0.0","24192","202233015","none"
"4578.5999999996275","false","square,triangle,hexagon","32","81,80","hexagon,square,circle,triangle,diamond","B","D","A","81","common","training","2","true","1","categorize-html","6","84970","0.0-4.0-2.0","24192","202233015","none"
"3040","false","hexagon,triangle,square","32","81,80","hexagon,square,circle,triangle,diamond","A","D","B","81","common","training","3","true","1","categorize-html","8","89021","0.0-4.0-4.0","24192","202233015","none"
"1835.7999999988824","false","triangle,square,hexagon","32","81,80","hexagon,square,circle,triangle,diamond","D","B","A","81","common","training","4","true","1","categorize-html","10","91874","0.0-4.0-6.0","24192","202233015","none"
"2893.5","false","circle,diamond,hexagon","32","81,80","hexagon,square,circle,triangle,diamond","C","E","A","80","rare","training","5","true","1","categorize-html","12","95798","0.0-4.0-8.0","24192","202233015","none"
"null","false","diamond,hexagon,circle","null","81,80","hexagon,square,circle,triangle,diamond","E","A","C","80","rare","training","6","true","1","categorize-html","14","101832","0.0-4.0-10.0","24192","202233015","none"
"1619.6000000014901","false","hexagon,square,triangle","32","81,80","hexagon,square,circle,triangle,diamond","A","B","D","81","common","training","7","true","1","categorize-html","16","104476","0.0-4.0-12.0","24192","202233015","none"
"1047.699999999255","false","hexagon,triangle,square","32","81,80","hexagon,square,circle,triangle,diamond","A","D","B","81","common","training","8","true","1","categorize-html","18","106546","0.0-4.0-14.0","24192","202233015","none"
"947.0999999996275","false","square,triangle,hexagon","32","81,80","hexagon,square,circle,triangle,diamond","B","D","A","81","common","training","9","true","1","categorize-html","20","108522","0.0-4.0-16.0","24192","202233015","none"
"1160.2000000011176","false","triangle,square,hexagon","32","81,80","hexagon,square,circle,triangle,diamond","D","B","A","81","common","training","10","true","1","categorize-html","22","110702","0.0-4.0-18.0","24192","202233015","none"
"1159.9000000003725","false","square,hexagon,triangle","32","81,80","hexagon,square,circle,triangle,diamond","B","A","D","81","common","training","11","true","1","categorize-html","24","112884","0.0-4.0-20.0","24192","202233015","none"
"1222.9000000003725","false","square,triangle,hexagon","32","81,80","hexagon,square,circle,triangle,diamond","B","D","A","81","common","training","12","true","1","categorize-html","26","115125","0.0-4.0-22.0","24192","202233015","none"
"807.5","false","triangle,hexagon,square","32","81,80","hexagon,square,circle,triangle,diamond","D","A","B","81","common","training","13","true","1","categorize-html","28","116951","0.0-4.0-24.0","24192","202233015","none"
"1494.699999999255","false","hexagon,circle,diamond","32","81,80","hexagon,square,circle,triangle,diamond","A","C","E","80","rare","training","14","true","1","categorize-html","30","119471","0.0-4.0-26.0","24192","202233015","none"
"1121.800000000745","false","circle,hexagon,diamond","32","81,80","hexagon,square,circle,triangle,diamond","C","A","E","80","rare","training","15","true","1","categorize-html","32","121619","0.0-4.0-28.0","24192","202233015","none"
"1261.199999999255","false","hexagon,diamond,circle","32","81,80","hexagon,square,circle,triangle,diamond","A","E","C","80","rare","training","16","true","1","categorize-html","34","123907","0.0-4.0-30.0","24192","202233015","none"
"1185.5","false","diamond,circle,hexagon","32","81,80","hexagon,square,circle,triangle,diamond","E","C","A","80","rare","training","17","true","1","categorize-html","36","126106","0.0-4.0-32.0","24192","202233015","none"
"942.6999999992549","false","square,hexagon,triangle","32","81,80","hexagon,square,circle,triangle,diamond","B","A","D","81","common","training","18","true","1","categorize-html","38","128069","0.0-4.0-34.0","24192","202233015","none"
"1186.4000000003725","false","triangle,hexagon,square","32","81,80","hexagon,square,circle,triangle,diamond","D","A","B","81","common","training","19","true","1","categorize-html","40","130270","0.0-4.0-36.0","24192","202233015","none"
"858.8000000007451","false","square,hexagon,triangle","32","81,80","hexagon,square,circle,triangle,diamond","B","A","D","81","common","training","20","true","1","categorize-html","42","132159","0.0-4.0-38.0","24192","202233015","none"
"915","false","triangle,square,hexagon","32","81,80","hexagon,square,circle,triangle,diamond","D","B","A","81","common","training","21","true","1","categorize-html","44","134091","0.0-4.0-40.0","24192","202233015","none"
"553.7999999988824","false","hexagon,square,triangle","32","81,80","hexagon,square,circle,triangle,diamond","A","B","D","81","common","training","22","true","1","categorize-html","46","135667","0.0-4.0-42.0","24192","202233015","none"
"616","false","triangle,hexagon,square","32","81,80","hexagon,square,circle,triangle,diamond","D","A","B","81","common","training","23","true","1","categorize-html","48","137313","0.0-4.0-44.0","24192","202233015","none"
"590.9000000003725","false","hexagon,triangle,square","32","81,80","hexagon,square,circle,triangle,diamond","A","D","B","81","common","training","24","true","1","categorize-html","50","138935","0.0-4.0-46.0","24192","202233015","none"
"3429","false","hexagon,circle","80","81,80","hexagon,square,circle,triangle,diamond","A","C","","","","test","1","true","1","categorize-html","54","183805","0.0-6.0-0.0","24192","202233015","rare"
"2658","false","square","81","81,80","hexagon,square,circle,triangle,diamond","B","","","","","test","2","true","1","categorize-html","56","187980","0.0-6.0-2.0","24192","202233015","common"
"2095.300000000745","false","circle","80","81,80","hexagon,square,circle,triangle,diamond","C","","","","","test","3","true","1","categorize-html","58","191602","0.0-6.0-4.0","24192","202233015","rare"
"1852.3999999985099","false","circle,square","80","81,80","hexagon,square,circle,triangle,diamond","C","B","","","","test","4","true","1","categorize-html","60","194973","0.0-6.0-6.0","24192","202233015","rare"
"1781.5999999996275","false","circle","80","81,80","hexagon,square,circle,triangle,diamond","C","","","","","test","5","true","1","categorize-html","62","198282","0.0-6.0-8.0","24192","202233015","rare"
"1401.300000000745","false","hexagon,square","81","81,80","hexagon,square,circle,triangle,diamond","A","B","","","","test","6","true","1","categorize-html","64","201210","0.0-6.0-10.0","24192","202233015","common"
"809.3999999985099","false","square,hexagon","81","81,80","hexagon,square,circle,triangle,diamond","B","A","","","","test","7","true","1","categorize-html","66","203542","0.0-6.0-12.0","24192","202233015","common"
