"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"1627.7000000476837","false","triangle,diamond,hexagon","32","81,80","hexagon,square,triangle,circle,diamond","C","E","A","80","rare","training","1","true","1","categorize-html","4","978600","0.0-4.0-0.0","25716","202301715","none"
"null","false","circle,hexagon,square","null","81,80","hexagon,square,triangle,circle,diamond","D","A","B","81","common","training","2","true","1","categorize-html","6","984627","0.0-4.0-2.0","25716","202301715","none"
"3138.900000035763","false","circle,square,hexagon","32","81,80","hexagon,square,triangle,circle,diamond","D","B","A","81","common","training","3","true","1","categorize-html","8","988789","0.0-4.0-4.0","25716","202301715","none"
"2777.599999964237","false","triangle,hexagon,diamond","32","81,80","hexagon,square,triangle,circle,diamond","C","A","E","80","rare","training","4","true","1","categorize-html","10","992608","0.0-4.0-6.0","25716","202301715","none"
"4055.800000011921","false","circle,square,hexagon","32","81,80","hexagon,square,triangle,circle,diamond","D","B","A","81","common","training","5","true","1","categorize-html","12","997694","0.0-4.0-8.0","25716","202301715","none"
"3481","false","hexagon,circle,square","32","81,80","hexagon,square,triangle,circle,diamond","A","D","B","81","common","training","6","true","1","categorize-html","14","1002203","0.0-4.0-10.0","25716","202301715","none"
"null","false","square,circle,hexagon","null","81,80","hexagon,square,triangle,circle,diamond","B","D","A","81","common","training","7","true","1","categorize-html","16","1008231","0.0-4.0-12.0","25716","202301715","none"
"2999.5","false","hexagon,square,circle","32","81,80","hexagon,square,triangle,circle,diamond","A","B","D","81","common","training","8","true","1","categorize-html","18","1012245","0.0-4.0-14.0","25716","202301715","none"
"2882.199999988079","false","hexagon,square,circle","32","81,80","hexagon,square,triangle,circle,diamond","A","B","D","81","common","training","9","true","1","categorize-html","20","1016153","0.0-4.0-16.0","25716","202301715","none"
"1889.7000000476837","false","hexagon,circle,square","32","81,80","hexagon,square,triangle,circle,diamond","A","D","B","81","common","training","10","true","1","categorize-html","22","1019074","0.0-4.0-18.0","25716","202301715","none"
"3884.100000023842","false","square,hexagon,circle","32","81,80","hexagon,square,triangle,circle,diamond","B","A","D","81","common","training","11","true","1","categorize-html","24","1023990","0.0-4.0-20.0","25716","202301715","none"
"3084.600000023842","false","diamond,hexagon,triangle","32","81,80","hexagon,square,triangle,circle,diamond","E","A","C","80","rare","training","12","true","1","categorize-html","26","1028105","0.0-4.0-22.0","25716","202301715","none"
