"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","circle,square,hexagon","null","80,81","circle,hexagon,triangle,square,diamond","A","D","B","80","common","training","1","true","1","categorize-html","4","77142","0.0-4.0-0.0","25355","202301611","none"
"1602","false","circle,square,hexagon","32","80,81","circle,hexagon,triangle,square,diamond","A","D","B","80","common","training","2","true","1","categorize-html","6","79753","0.0-4.0-2.0","25355","202301611","none"
"1389.0000000000146","false","hexagon,square,circle","32","80,81","circle,hexagon,triangle,square,diamond","B","D","A","80","common","training","3","true","1","categorize-html","8","82148","0.0-4.0-4.0","25355","202301611","none"
"1570","false","square,hexagon,circle","32","80,81","circle,hexagon,triangle,square,diamond","D","B","A","80","common","training","4","true","1","categorize-html","10","84723","0.0-4.0-6.0","25355","202301611","none"
"2523.0000000000146","false","triangle,diamond,circle","32","80,81","circle,hexagon,triangle,square,diamond","C","E","A","81","rare","training","5","true","1","categorize-html","12","88251","0.0-4.0-8.0","25355","202301611","none"
"1535.9999999999854","false","hexagon,circle,square","32","80,81","circle,hexagon,triangle,square,diamond","B","A","D","80","common","training","6","true","1","categorize-html","14","90792","0.0-4.0-10.0","25355","202301611","none"
"1343.0000000000146","false","hexagon,square,circle","32","80,81","circle,hexagon,triangle,square,diamond","B","D","A","80","common","training","7","true","1","categorize-html","16","93141","0.0-4.0-12.0","25355","202301611","none"
"1970.9999999999854","false","square,circle,hexagon","32","80,81","circle,hexagon,triangle,square,diamond","D","A","B","80","common","training","8","true","1","categorize-html","18","96117","0.0-4.0-14.0","25355","202301611","none"
"1510.9999999999854","false","diamond,triangle,circle","32","80,81","circle,hexagon,triangle,square,diamond","E","C","A","81","rare","training","9","true","1","categorize-html","20","98633","0.0-4.0-16.0","25355","202301611","none"
"1840","false","square,hexagon,circle","32","80,81","circle,hexagon,triangle,square,diamond","D","B","A","80","common","training","10","true","1","categorize-html","22","101478","0.0-4.0-18.0","25355","202301611","none"
"1362","false","diamond,circle,triangle","32","80,81","circle,hexagon,triangle,square,diamond","E","A","C","81","rare","training","11","true","1","categorize-html","24","103846","0.0-4.0-20.0","25355","202301611","none"
"1348","false","circle,hexagon,square","32","80,81","circle,hexagon,triangle,square,diamond","A","B","D","80","common","training","12","true","1","categorize-html","26","106200","0.0-4.0-22.0","25355","202301611","none"
"1961","false","circle,diamond,triangle","32","80,81","circle,hexagon,triangle,square,diamond","A","E","C","81","rare","training","13","true","1","categorize-html","28","109166","0.0-4.0-24.0","25355","202301611","none"
"1893","false","triangle,circle,diamond","32","80,81","circle,hexagon,triangle,square,diamond","C","A","E","81","rare","training","14","true","1","categorize-html","30","112064","0.0-4.0-26.0","25355","202301611","none"
"1706","false","circle,square,hexagon","32","80,81","circle,hexagon,triangle,square,diamond","A","D","B","80","common","training","15","true","1","categorize-html","32","114776","0.0-4.0-28.0","25355","202301611","none"
"1380","false","circle,hexagon,square","32","80,81","circle,hexagon,triangle,square,diamond","A","B","D","80","common","training","16","true","1","categorize-html","34","117162","0.0-4.0-30.0","25355","202301611","none"
"1183","false","square,circle,hexagon","32","80,81","circle,hexagon,triangle,square,diamond","D","A","B","80","common","training","17","true","1","categorize-html","36","119351","0.0-4.0-32.0","25355","202301611","none"
"1339","false","hexagon,circle,square","32","80,81","circle,hexagon,triangle,square,diamond","B","A","D","80","common","training","18","true","1","categorize-html","38","121696","0.0-4.0-34.0","25355","202301611","none"
"1543","false","square,circle,hexagon","32","80,81","circle,hexagon,triangle,square,diamond","D","A","B","80","common","training","19","true","1","categorize-html","40","124244","0.0-4.0-36.0","25355","202301611","none"
"1493.0000000000146","false","hexagon,square,circle","32","80,81","circle,hexagon,triangle,square,diamond","B","D","A","80","common","training","20","true","1","categorize-html","42","126744","0.0-4.0-38.0","25355","202301611","none"
"1554","false","circle,hexagon,square","32","80,81","circle,hexagon,triangle,square,diamond","A","B","D","80","common","training","21","true","1","categorize-html","44","129302","0.0-4.0-40.0","25355","202301611","none"
"1738","false","square,hexagon,circle","32","80,81","circle,hexagon,triangle,square,diamond","D","B","A","80","common","training","22","true","1","categorize-html","46","132045","0.0-4.0-42.0","25355","202301611","none"
"2112","false","circle,triangle,diamond","32","80,81","circle,hexagon,triangle,square,diamond","A","C","E","81","rare","training","23","true","1","categorize-html","48","135162","0.0-4.0-44.0","25355","202301611","none"
"2355","false","hexagon,circle,square","32","80,81","circle,hexagon,triangle,square,diamond","B","A","D","80","common","training","24","true","1","categorize-html","50","138523","0.0-4.0-46.0","25355","202301611","none"
"1869","false","circle,diamond,triangle","32","80,81","circle,hexagon,triangle,square,diamond","A","E","C","81","rare","training","25","true","2","categorize-html","53","149021","0.0-4.0-49.0","25355","202301611","none"
"1590","false","square,hexagon,circle","32","80,81","circle,hexagon,triangle,square,diamond","D","B","A","80","common","training","26","true","2","categorize-html","55","151615","0.0-4.0-51.0","25355","202301611","none"
"1090","false","hexagon,square,circle","32","80,81","circle,hexagon,triangle,square,diamond","B","D","A","80","common","training","27","true","2","categorize-html","57","153710","0.0-4.0-53.0","25355","202301611","none"
"1051","false","diamond,circle,triangle","32","80,81","circle,hexagon,triangle,square,diamond","E","A","C","81","rare","training","28","true","2","categorize-html","59","155766","0.0-4.0-55.0","25355","202301611","none"
"632","false","circle,square,hexagon","32","80,81","circle,hexagon,triangle,square,diamond","A","D","B","80","common","training","29","true","2","categorize-html","61","157404","0.0-4.0-57.0","25355","202301611","none"
"1352","false","square,hexagon,circle","32","80,81","circle,hexagon,triangle,square,diamond","D","B","A","80","common","training","30","true","2","categorize-html","63","159761","0.0-4.0-59.0","25355","202301611","none"
"1529","false","diamond,triangle,circle","32","80,81","circle,hexagon,triangle,square,diamond","E","C","A","81","rare","training","31","true","2","categorize-html","65","162295","0.0-4.0-61.0","25355","202301611","none"
"1657","false","circle,square,hexagon","32","80,81","circle,hexagon,triangle,square,diamond","A","D","B","80","common","training","32","true","2","categorize-html","67","164956","0.0-4.0-63.0","25355","202301611","none"
"1484","false","hexagon,circle,square","32","80,81","circle,hexagon,triangle,square,diamond","B","A","D","80","common","training","33","true","2","categorize-html","69","167445","0.0-4.0-65.0","25355","202301611","none"
"1002.0000000000291","false","square,circle,hexagon","32","80,81","circle,hexagon,triangle,square,diamond","D","A","B","80","common","training","34","true","2","categorize-html","71","169452","0.0-4.0-67.0","25355","202301611","none"
"1095","false","triangle,diamond,circle","32","80,81","circle,hexagon,triangle,square,diamond","C","E","A","81","rare","training","35","true","2","categorize-html","73","171552","0.0-4.0-69.0","25355","202301611","none"
"1633.000000000029","false","circle,hexagon,square","32","80,81","circle,hexagon,triangle,square,diamond","A","B","D","80","common","training","36","true","2","categorize-html","75","174190","0.0-4.0-71.0","25355","202301611","none"
