"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"2998.9000000953674","false","diamond,triangle,circle","32","81,80","circle,triangle,square,diamond,hexagon","D","B","A","81","common","training","1","true","1","categorize-html","4","26218","0.0-4.0-0.0","23221","202232911","none"
"1052.7999999523163","false","circle,hexagon,square","32","81,80","circle,triangle,square,diamond,hexagon","A","E","C","80","rare","training","2","true","1","categorize-html","6","28298","0.0-4.0-2.0","23221","202232911","none"
"414.60000002384186","false","diamond,circle,triangle","32","81,80","circle,triangle,square,diamond,hexagon","D","A","B","81","common","training","3","true","1","categorize-html","8","29732","0.0-4.0-4.0","23221","202232911","none"
"264.6999999284744","false","circle,diamond,triangle","32","81,80","circle,triangle,square,diamond,hexagon","A","D","B","81","common","training","4","true","1","categorize-html","10","31031","0.0-4.0-6.0","23221","202232911","none"
"715.1999999284744","false","circle,diamond,triangle","32","81,80","circle,triangle,square,diamond,hexagon","A","D","B","81","common","training","5","true","1","categorize-html","12","32770","0.0-4.0-8.0","23221","202232911","none"
"292.5","false","diamond,circle,triangle","32","81,80","circle,triangle,square,diamond,hexagon","D","A","B","81","common","training","6","true","1","categorize-html","14","34087","0.0-4.0-10.0","23221","202232911","none"
"302.2999999523163","false","circle,diamond,triangle","32","81,80","circle,triangle,square,diamond,hexagon","A","D","B","81","common","training","7","true","1","categorize-html","16","35415","0.0-4.0-12.0","23221","202232911","none"
"217.70000004768372","false","triangle,circle,diamond","32","81,80","circle,triangle,square,diamond,hexagon","B","A","D","81","common","training","8","true","1","categorize-html","18","36664","0.0-4.0-14.0","23221","202232911","none"
"39.200000047683716","false","triangle,circle,diamond","32","81,80","circle,triangle,square,diamond,hexagon","B","A","D","81","common","training","9","true","1","categorize-html","20","37716","0.0-4.0-16.0","23221","202232911","none"
"486.7999999523163","false","circle,triangle,diamond","32","81,80","circle,triangle,square,diamond,hexagon","A","B","D","81","common","training","10","true","1","categorize-html","22","39234","0.0-4.0-18.0","23221","202232911","none"
"262.2999999523163","false","hexagon,square,circle","32","81,80","circle,triangle,square,diamond,hexagon","E","C","A","80","rare","training","11","true","1","categorize-html","24","40519","0.0-4.0-20.0","23221","202232911","none"
"267","false","diamond,triangle,circle","32","81,80","circle,triangle,square,diamond,hexagon","D","B","A","81","common","training","12","true","1","categorize-html","26","41806","0.0-4.0-22.0","23221","202232911","none"
"369.5","false","hexagon,circle,square","32","81,80","circle,triangle,square,diamond,hexagon","E","A","C","80","rare","training","13","true","1","categorize-html","28","43191","0.0-4.0-24.0","23221","202232911","none"
"399","false","circle,square,hexagon","32","81,80","circle,triangle,square,diamond,hexagon","A","C","E","80","rare","training","14","true","1","categorize-html","30","44607","0.0-4.0-26.0","23221","202232911","none"
"494.7000000476837","false","triangle,circle,diamond","32","81,80","circle,triangle,square,diamond,hexagon","B","A","D","81","common","training","15","true","1","categorize-html","32","46119","0.0-4.0-28.0","23221","202232911","none"
"192.19999992847443","false","circle,triangle,diamond","32","81,80","circle,triangle,square,diamond,hexagon","A","B","D","81","common","training","16","true","1","categorize-html","34","47340","0.0-4.0-30.0","23221","202232911","none"
"424.5","false","square,circle,hexagon","32","81,80","circle,triangle,square,diamond,hexagon","C","A","E","80","rare","training","17","true","1","categorize-html","36","48801","0.0-4.0-32.0","23221","202232911","none"
"214.5","false","circle,triangle,diamond","32","81,80","circle,triangle,square,diamond,hexagon","A","B","D","81","common","training","18","true","1","categorize-html","38","50033","0.0-4.0-34.0","23221","202232911","none"
"287.40000009536743","false","diamond,triangle,circle","32","81,80","circle,triangle,square,diamond,hexagon","D","B","A","81","common","training","19","true","1","categorize-html","40","51351","0.0-4.0-36.0","23221","202232911","none"
"95.5","false","triangle,diamond,circle","32","81,80","circle,triangle,square,diamond,hexagon","B","D","A","81","common","training","20","true","1","categorize-html","42","52467","0.0-4.0-38.0","23221","202232911","none"
"158.29999995231628","false","square,hexagon,circle","32","81,80","circle,triangle,square,diamond,hexagon","C","E","A","80","rare","training","21","true","1","categorize-html","44","53645","0.0-4.0-40.0","23221","202232911","none"
"833.8999999761581","false","triangle,diamond,circle","32","81,80","circle,triangle,square,diamond,hexagon","B","D","A","81","common","training","22","true","1","categorize-html","46","55500","0.0-4.0-42.0","23221","202232911","none"
"377.10000002384186","false","diamond,circle,triangle","32","81,80","circle,triangle,square,diamond,hexagon","D","A","B","81","common","training","23","true","1","categorize-html","48","56902","0.0-4.0-44.0","23221","202232911","none"
"388.2999999523163","false","triangle,diamond,circle","32","81,80","circle,triangle,square,diamond,hexagon","B","D","A","81","common","training","24","true","1","categorize-html","50","58318","0.0-4.0-46.0","23221","202232911","none"
"5372","false","triangle","80","81,80","circle,triangle,square,diamond,hexagon","B","","","","","test","1","true","1","categorize-html","54","94962","0.0-6.0-0.0","23221","202232911","rare"
"869.6000000238419","false","triangle,circle","80","81,80","circle,triangle,square,diamond,hexagon","B","A","","","","test","2","true","1","categorize-html","56","97352","0.0-6.0-2.0","23221","202232911","rare"
"2255.2999999523163","false","circle,square","81","81,80","circle,triangle,square,diamond,hexagon","A","C","","","","test","3","true","1","categorize-html","58","101129","0.0-6.0-4.0","23221","202232911","common"
"360.89999997615814","false","triangle","80","81,80","circle,triangle,square,diamond,hexagon","B","","","","","test","4","true","1","categorize-html","60","103010","0.0-6.0-6.0","23221","202232911","rare"
"69.59999990463257","false","square","81","81,80","circle,triangle,square,diamond,hexagon","C","","","","","test","5","true","1","categorize-html","62","104602","0.0-6.0-8.0","23221","202232911","common"
"453.39999997615814","false","triangle,square","80","81,80","circle,triangle,square,diamond,hexagon","B","C","","","","test","6","true","1","categorize-html","64","106579","0.0-6.0-10.0","23221","202232911","rare"
"363.5","false","circle","80","81,80","circle,triangle,square,diamond,hexagon","A","","","","","test","7","true","1","categorize-html","66","108461","0.0-6.0-12.0","23221","202232911","rare"
"827.5","false","square","81","81,80","circle,triangle,square,diamond,hexagon","C","","","","","test","8","true","1","categorize-html","68","110811","0.0-6.0-14.0","23221","202232911","common"
"2063.899999976158","false","square,triangle","81","81,80","circle,triangle,square,diamond,hexagon","C","B","","","","test","9","true","1","categorize-html","70","114397","0.0-6.0-16.0","23221","202232911","common"
"279.59999990463257","false","circle","81","81,80","circle,triangle,square,diamond,hexagon","A","","","","","test","10","true","1","categorize-html","72","116203","0.0-6.0-18.0","23221","202232911","common"
"331.10000002384186","false","circle,triangle","80","81,80","circle,triangle,square,diamond,hexagon","A","B","","","","test","11","true","1","categorize-html","74","118043","0.0-6.0-20.0","23221","202232911","rare"
"1222.1000000238419","false","square,circle","80","81,80","circle,triangle,square,diamond,hexagon","C","A","","","","test","12","true","1","categorize-html","76","120786","0.0-6.0-22.0","23221","202232911","rare"
"283.2000000476837","false","circle","81","81,80","circle,triangle,square,diamond,hexagon","A","","","","","test","13","true","1","categorize-html","78","122588","0.0-6.0-24.0","23221","202232911","common"
"279.89999997615814","false","triangle","80","81,80","circle,triangle,square,diamond,hexagon","B","","","","","test","14","true","1","categorize-html","80","124376","0.0-6.0-26.0","23221","202232911","rare"
"416.40000009536743","false","triangle,circle","80","81,80","circle,triangle,square,diamond,hexagon","B","A","","","","test","15","true","1","categorize-html","82","126317","0.0-6.0-28.0","23221","202232911","rare"
"253.79999995231628","false","square,triangle","80","81,80","circle,triangle,square,diamond,hexagon","C","B","","","","test","16","true","1","categorize-html","84","128091","0.0-6.0-30.0","23221","202232911","rare"
"306","false","square","80","81,80","circle,triangle,square,diamond,hexagon","C","","","","","test","17","true","1","categorize-html","86","129928","0.0-6.0-32.0","23221","202232911","rare"
"1752.9000000953674","false","square,circle","80","81,80","circle,triangle,square,diamond,hexagon","C","A","","","","test","18","true","1","categorize-html","88","133209","0.0-6.0-34.0","23221","202232911","rare"
"604.7999999523163","false","triangle","80","81,80","circle,triangle,square,diamond,hexagon","B","","","","","test","19","true","1","categorize-html","90","135345","0.0-6.0-36.0","23221","202232911","rare"
"2778","false","circle,square","80","81,80","circle,triangle,square,diamond,hexagon","A","C","","","","test","20","true","1","categorize-html","92","139643","0.0-6.0-38.0","23221","202232911","rare"
"null","false","triangle,square","null","81,80","circle,triangle,square,diamond,hexagon","B","C","","","","test","21","true","1","categorize-html","94","151184","0.0-6.0-40.0","23221","202232911","none"
"2251.5","false","circle,triangle","80","81,80","circle,triangle,square,diamond,hexagon","A","B","","","","test","22","true","1","categorize-html","96","154952","0.0-6.0-42.0","23221","202232911","rare"
"277.39999997615814","false","square","80","81,80","circle,triangle,square,diamond,hexagon","C","","","","","test","23","true","1","categorize-html","98","156751","0.0-6.0-44.0","23221","202232911","rare"
"1162","false","circle","80","81,80","circle,triangle,square,diamond,hexagon","A","","","","","test","24","true","1","categorize-html","100","159431","0.0-6.0-46.0","23221","202232911","rare"
"3277.1999999284744","false","triangle,circle","80","81,80","circle,triangle,square,diamond,hexagon","B","A","","","","test","25","true","1","categorize-html","103","214937","0.0-6.0-49.0","23221","202232911","rare"
"2420.7999999523163","false","triangle","81","81,80","circle,triangle,square,diamond,hexagon","B","","","","","test","26","true","1","categorize-html","105","218885","0.0-6.0-51.0","23221","202232911","common"
"479.60000002384186","false","square,triangle","81","81,80","circle,triangle,square,diamond,hexagon","C","B","","","","test","27","true","1","categorize-html","107","220881","0.0-6.0-53.0","23221","202232911","common"
"7761","false","triangle","81","81,80","circle,triangle,square,diamond,hexagon","B","","","","","test","28","true","1","categorize-html","109","230153","0.0-6.0-55.0","23221","202232911","common"
"null","false","square,circle","null","81,80","circle,triangle,square,diamond,hexagon","C","A","","","","test","29","true","1","categorize-html","111","241681","0.0-6.0-57.0","23221","202232911","none"
"7620.300000071526","false","square","80","81,80","circle,triangle,square,diamond,hexagon","C","","","","","test","30","true","1","categorize-html","113","250824","0.0-6.0-59.0","23221","202232911","rare"
"3521.1999999284744","false","square","80","81,80","circle,triangle,square,diamond,hexagon","C","","","","","test","31","true","1","categorize-html","115","255865","0.0-6.0-61.0","23221","202232911","rare"
"471.2000000476837","false","triangle,square","81","81,80","circle,triangle,square,diamond,hexagon","B","C","","","","test","32","true","1","categorize-html","117","257857","0.0-6.0-63.0","23221","202232911","common"
"123.20000004768372","false","circle","80","81,80","circle,triangle,square,diamond,hexagon","A","","","","","test","33","true","1","categorize-html","119","259494","0.0-6.0-65.0","23221","202232911","rare"
"405.10000002384186","false","circle,square","81","81,80","circle,triangle,square,diamond,hexagon","A","C","","","","test","34","true","1","categorize-html","121","261419","0.0-6.0-67.0","23221","202232911","common"
"260","false","circle,triangle","80","81,80","circle,triangle,square,diamond,hexagon","A","B","","","","test","35","true","1","categorize-html","123","263208","0.0-6.0-69.0","23221","202232911","rare"
"501.59999990463257","false","circle","81","81,80","circle,triangle,square,diamond,hexagon","A","","","","","test","36","true","1","categorize-html","125","265238","0.0-6.0-71.0","23221","202232911","common"
"1094.4000000953674","false","square,triangle","81","81,80","circle,triangle,square,diamond,hexagon","C","B","","","","test","37","true","1","categorize-html","127","267849","0.0-6.0-73.0","23221","202232911","common"
"655.1000000238419","false","square,circle","81","81,80","circle,triangle,square,diamond,hexagon","C","A","","","","test","38","true","1","categorize-html","129","270018","0.0-6.0-75.0","23221","202232911","common"
"430.1999999284744","false","circle","80","81,80","circle,triangle,square,diamond,hexagon","A","","","","","test","39","true","1","categorize-html","131","271970","0.0-6.0-77.0","23221","202232911","rare"
"293.7000000476837","false","circle","80","81,80","circle,triangle,square,diamond,hexagon","A","","","","","test","40","true","1","categorize-html","133","273777","0.0-6.0-79.0","23221","202232911","rare"
"268.8000000715256","false","triangle","80","81,80","circle,triangle,square,diamond,hexagon","B","","","","","test","41","true","1","categorize-html","135","275558","0.0-6.0-81.0","23221","202232911","rare"
"673.9000000953674","false","triangle","81","81,80","circle,triangle,square,diamond,hexagon","B","","","","","test","42","true","1","categorize-html","137","277744","0.0-6.0-83.0","23221","202232911","common"
"585","false","triangle,square","81","81,80","circle,triangle,square,diamond,hexagon","B","C","","","","test","43","true","1","categorize-html","139","279857","0.0-6.0-85.0","23221","202232911","common"
