"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","triangle,diamond,hexagon","null","80,81","triangle,hexagon,circle,diamond,square","A","D","B","80","common","training","1","true","1","categorize-html","4","39748","0.0-4.0-0.0","24270","202302018","none"
"1759.9999999999927","false","diamond,triangle,hexagon","32","80,81","triangle,hexagon,circle,diamond,square","D","A","B","80","common","training","2","true","1","categorize-html","6","42515","0.0-4.0-2.0","24270","202302018","none"
"1573","false","triangle,hexagon,diamond","32","80,81","triangle,hexagon,circle,diamond,square","A","B","D","80","common","training","3","true","1","categorize-html","8","45095","0.0-4.0-4.0","24270","202302018","none"
"2079","false","hexagon,diamond,triangle","32","80,81","triangle,hexagon,circle,diamond,square","B","D","A","80","common","training","4","true","1","categorize-html","10","48181","0.0-4.0-6.0","24270","202302018","none"
"1751.0000000000073","false","diamond,triangle,hexagon","32","80,81","triangle,hexagon,circle,diamond,square","D","A","B","80","common","training","5","true","1","categorize-html","12","50938","0.0-4.0-8.0","24270","202302018","none"
"1894.9999999999927","false","hexagon,triangle,diamond","32","80,81","triangle,hexagon,circle,diamond,square","B","A","D","80","common","training","6","true","1","categorize-html","14","53839","0.0-4.0-10.0","24270","202302018","none"
"1353","false","diamond,hexagon,triangle","32","80,81","triangle,hexagon,circle,diamond,square","D","B","A","80","common","training","7","true","1","categorize-html","16","56199","0.0-4.0-12.0","24270","202302018","none"
"1421.9999999999927","false","circle,square,triangle","32","80,81","triangle,hexagon,circle,diamond,square","C","E","A","81","rare","training","8","true","1","categorize-html","18","58628","0.0-4.0-14.0","24270","202302018","none"
"1149","false","triangle,circle,square","32","80,81","triangle,hexagon,circle,diamond,square","A","C","E","81","rare","training","9","true","1","categorize-html","20","60784","0.0-4.0-16.0","24270","202302018","none"
"1179","false","hexagon,triangle,diamond","32","80,81","triangle,hexagon,circle,diamond,square","B","A","D","80","common","training","10","true","1","categorize-html","22","62969","0.0-4.0-18.0","24270","202302018","none"
"614","false","hexagon,triangle,diamond","32","80,81","triangle,hexagon,circle,diamond,square","B","A","D","80","common","training","11","true","1","categorize-html","24","64591","0.0-4.0-20.0","24270","202302018","none"
"412.99999999998545","false","triangle,diamond,hexagon","32","80,81","triangle,hexagon,circle,diamond,square","A","D","B","80","common","training","12","true","1","categorize-html","26","66011","0.0-4.0-22.0","24270","202302018","none"
"774","false","diamond,hexagon,triangle","32","80,81","triangle,hexagon,circle,diamond,square","D","B","A","80","common","training","13","true","1","categorize-html","28","67791","0.0-4.0-24.0","24270","202302018","none"
"1741","false","diamond,hexagon,triangle","32","80,81","triangle,hexagon,circle,diamond,square","D","B","A","80","common","training","14","true","1","categorize-html","30","70539","0.0-4.0-26.0","24270","202302018","none"
"718","false","hexagon,diamond,triangle","32","80,81","triangle,hexagon,circle,diamond,square","B","D","A","80","common","training","15","true","1","categorize-html","32","72264","0.0-4.0-28.0","24270","202302018","none"
"456","false","square,triangle,circle","32","80,81","triangle,hexagon,circle,diamond,square","E","A","C","81","rare","training","16","true","1","categorize-html","34","73726","0.0-4.0-30.0","24270","202302018","none"
"554","false","hexagon,diamond,triangle","32","80,81","triangle,hexagon,circle,diamond,square","B","D","A","80","common","training","17","true","1","categorize-html","36","75287","0.0-4.0-32.0","24270","202302018","none"
"1337","false","triangle,square,circle","32","80,81","triangle,hexagon,circle,diamond,square","A","E","C","81","rare","training","18","true","1","categorize-html","38","77631","0.0-4.0-34.0","24270","202302018","none"
"767","false","triangle,diamond,hexagon","32","80,81","triangle,hexagon,circle,diamond,square","A","D","B","80","common","training","19","true","1","categorize-html","40","79403","0.0-4.0-36.0","24270","202302018","none"
"869","false","circle,triangle,square","32","80,81","triangle,hexagon,circle,diamond,square","C","A","E","81","rare","training","20","true","1","categorize-html","42","81279","0.0-4.0-38.0","24270","202302018","none"
"950","false","diamond,triangle,hexagon","32","80,81","triangle,hexagon,circle,diamond,square","D","A","B","80","common","training","21","true","1","categorize-html","44","83236","0.0-4.0-40.0","24270","202302018","none"
"1041","false","triangle,hexagon,diamond","32","80,81","triangle,hexagon,circle,diamond,square","A","B","D","80","common","training","22","true","1","categorize-html","46","85283","0.0-4.0-42.0","24270","202302018","none"
"1144","false","square,circle,triangle","32","80,81","triangle,hexagon,circle,diamond,square","E","C","A","81","rare","training","23","true","1","categorize-html","48","87433","0.0-4.0-44.0","24270","202302018","none"
"630","false","triangle,hexagon,diamond","32","80,81","triangle,hexagon,circle,diamond,square","A","B","D","80","common","training","24","true","1","categorize-html","50","89070","0.0-4.0-46.0","24270","202302018","none"
