"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"4698.29999999702","false","circle,square,hexagon","32","81,80","square,hexagon,triangle,circle,diamond","D","A","B","81","common","training","1","true","1","categorize-html","4","243470","0.0-4.0-0.0","24208","202302312","none"
"1959","false","hexagon,square,circle","32","81,80","square,hexagon,triangle,circle,diamond","B","A","D","81","common","training","2","true","1","categorize-html","6","246432","0.0-4.0-2.0","24208","202302312","none"
"1988.800000011921","false","square,hexagon,circle","32","81,80","square,hexagon,triangle,circle,diamond","A","B","D","81","common","training","3","true","1","categorize-html","8","249430","0.0-4.0-4.0","24208","202302312","none"
"2598.7999999970198","false","hexagon,circle,square","32","81,80","square,hexagon,triangle,circle,diamond","B","D","A","81","common","training","4","true","1","categorize-html","10","253037","0.0-4.0-6.0","24208","202302312","none"
"1675.9000000059605","false","square,hexagon,circle","32","81,80","square,hexagon,triangle,circle,diamond","A","B","D","81","common","training","5","true","1","categorize-html","12","255725","0.0-4.0-8.0","24208","202302312","none"
"1470","false","square,circle,hexagon","32","81,80","square,hexagon,triangle,circle,diamond","A","D","B","81","common","training","6","true","1","categorize-html","14","258208","0.0-4.0-10.0","24208","202302312","none"
"4319.20000000298","false","triangle,diamond,square","32","81,80","square,hexagon,triangle,circle,diamond","C","E","A","80","rare","training","7","true","1","categorize-html","16","263532","0.0-4.0-12.0","24208","202302312","none"
"2382","false","circle,hexagon,square","32","81,80","square,hexagon,triangle,circle,diamond","D","B","A","81","common","training","8","true","1","categorize-html","18","266925","0.0-4.0-14.0","24208","202302312","none"
"1686.699999988079","false","hexagon,square,circle","32","81,80","square,hexagon,triangle,circle,diamond","B","A","D","81","common","training","9","true","1","categorize-html","20","269624","0.0-4.0-16.0","24208","202302312","none"
"2104.7000000029802","false","circle,square,hexagon","32","81,80","square,hexagon,triangle,circle,diamond","D","A","B","81","common","training","10","true","1","categorize-html","22","272738","0.0-4.0-18.0","24208","202302312","none"
"1570.2000000029802","false","hexagon,square,circle","32","81,80","square,hexagon,triangle,circle,diamond","B","A","D","81","common","training","11","true","1","categorize-html","24","275321","0.0-4.0-20.0","24208","202302312","none"
"1783.199999988079","false","hexagon,circle,square","32","81,80","square,hexagon,triangle,circle,diamond","B","D","A","81","common","training","12","true","1","categorize-html","26","278116","0.0-4.0-22.0","24208","202302312","none"
"1678.9000000059605","false","circle,square,hexagon","32","81,80","square,hexagon,triangle,circle,diamond","D","A","B","81","common","training","13","true","1","categorize-html","28","280803","0.0-4.0-24.0","24208","202302312","none"
"2861.7000000029802","false","diamond,triangle,square","32","81,80","square,hexagon,triangle,circle,diamond","E","C","A","80","rare","training","14","true","1","categorize-html","30","284672","0.0-4.0-26.0","24208","202302312","none"
"2004.3999999910593","false","square,hexagon,circle","32","81,80","square,hexagon,triangle,circle,diamond","A","B","D","81","common","training","15","true","1","categorize-html","32","287686","0.0-4.0-28.0","24208","202302312","none"
"4600.899999991059","false","hexagon,circle,square","32","81,80","square,hexagon,triangle,circle,diamond","B","D","A","81","common","training","16","true","1","categorize-html","34","293290","0.0-4.0-30.0","24208","202302312","none"
"1590.4000000059605","false","circle,hexagon,square","32","81,80","square,hexagon,triangle,circle,diamond","D","B","A","81","common","training","17","true","1","categorize-html","36","295890","0.0-4.0-32.0","24208","202302312","none"
"3499.2000000029802","false","diamond,square,triangle","32","81,80","square,hexagon,triangle,circle,diamond","E","A","C","80","rare","training","18","true","1","categorize-html","38","300399","0.0-4.0-34.0","24208","202302312","none"
"2118.7999999970198","false","square,circle,hexagon","32","81,80","square,hexagon,triangle,circle,diamond","A","D","B","81","common","training","19","true","1","categorize-html","40","303531","0.0-4.0-36.0","24208","202302312","none"
"null","false","triangle,square,diamond","null","81,80","square,hexagon,triangle,circle,diamond","C","A","E","80","rare","training","20","true","1","categorize-html","42","309541","0.0-4.0-38.0","24208","202302312","none"
"1666.3999999910593","false","circle,hexagon,square","32","81,80","square,hexagon,triangle,circle,diamond","D","B","A","81","common","training","21","true","1","categorize-html","44","312216","0.0-4.0-40.0","24208","202302312","none"
"1932.2999999970198","false","square,diamond,triangle","32","81,80","square,hexagon,triangle,circle,diamond","A","E","C","80","rare","training","22","true","1","categorize-html","46","315160","0.0-4.0-42.0","24208","202302312","none"
"1958.0999999940395","false","square,triangle,diamond","32","81,80","square,hexagon,triangle,circle,diamond","A","C","E","80","rare","training","23","true","1","categorize-html","48","318131","0.0-4.0-44.0","24208","202302312","none"
"1440.7999999970198","false","square,circle,hexagon","32","81,80","square,hexagon,triangle,circle,diamond","A","D","B","81","common","training","24","true","1","categorize-html","50","320576","0.0-4.0-46.0","24208","202302312","none"
"8487.39999999106","false","hexagon,square","81","81,80","square,hexagon,triangle,circle,diamond","B","A","","","","test","1","true","1","categorize-html","54","413259","0.0-6.0-0.0","24208","202302312","common"
"5451.29999999702","false","hexagon","81","81,80","square,hexagon,triangle,circle,diamond","B","","","","","test","2","true","1","categorize-html","56","420217","0.0-6.0-2.0","24208","202302312","common"
"2457.9000000059605","false","hexagon","81","81,80","square,hexagon,triangle,circle,diamond","B","","","","","test","3","true","1","categorize-html","58","424184","0.0-6.0-4.0","24208","202302312","common"
"7864.600000008941","false","hexagon,triangle","80","81,80","square,hexagon,triangle,circle,diamond","B","C","","","","test","4","true","1","categorize-html","60","433559","0.0-6.0-6.0","24208","202302312","rare"
