"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","hexagon,square,circle","null","80,81","circle,square,diamond,hexagon,triangle","D","B","A","80","common","training","1","true","1","categorize-html","4","50475","0.0-4.0-0.0","23245","2022461","none"
"2899.5","false","circle,triangle,diamond","32","80,81","circle,square,diamond,hexagon,triangle","A","E","C","81","rare","training","2","true","1","categorize-html","6","54393","0.0-4.0-2.0","23245","2022461","none"
"2401.9000000059605","false","circle,square,hexagon","32","80,81","circle,square,diamond,hexagon,triangle","A","B","D","80","common","training","3","true","1","categorize-html","8","57810","0.0-4.0-4.0","23245","2022461","none"
"1644.0999999940395","false","hexagon,circle,square","32","80,81","circle,square,diamond,hexagon,triangle","D","A","B","80","common","training","4","true","1","categorize-html","10","60467","0.0-4.0-6.0","23245","2022461","none"
"1710","false","diamond,triangle,circle","32","80,81","circle,square,diamond,hexagon,triangle","C","E","A","81","rare","training","5","true","1","categorize-html","12","63205","0.0-4.0-8.0","23245","2022461","none"
"1702.199999988079","false","circle,hexagon,square","32","80,81","circle,square,diamond,hexagon,triangle","A","D","B","80","common","training","6","true","1","categorize-html","14","65917","0.0-4.0-10.0","23245","2022461","none"
"1165.0999999940395","false","circle,hexagon,square","32","80,81","circle,square,diamond,hexagon,triangle","A","D","B","80","common","training","7","true","1","categorize-html","16","68095","0.0-4.0-12.0","23245","2022461","none"
"926.2000000178814","false","square,hexagon,circle","32","80,81","circle,square,diamond,hexagon,triangle","B","D","A","80","common","training","8","true","1","categorize-html","18","70048","0.0-4.0-14.0","23245","2022461","none"
"964.5999999940395","false","circle,diamond,triangle","32","80,81","circle,square,diamond,hexagon,triangle","A","C","E","81","rare","training","9","true","1","categorize-html","20","72034","0.0-4.0-16.0","23245","2022461","none"
"1105.5999999940395","false","diamond,circle,triangle","32","80,81","circle,square,diamond,hexagon,triangle","C","A","E","81","rare","training","10","true","1","categorize-html","22","74150","0.0-4.0-18.0","23245","2022461","none"
"1112","false","triangle,circle,diamond","32","80,81","circle,square,diamond,hexagon,triangle","E","A","C","81","rare","training","11","true","1","categorize-html","24","76288","0.0-4.0-20.0","23245","2022461","none"
"690.0999999940395","false","square,circle,hexagon","32","80,81","circle,square,diamond,hexagon,triangle","B","A","D","80","common","training","12","true","1","categorize-html","26","78005","0.0-4.0-22.0","23245","2022461","none"
"799.7999999821186","false","circle,square,hexagon","32","80,81","circle,square,diamond,hexagon,triangle","A","B","D","80","common","training","13","true","1","categorize-html","28","79833","0.0-4.0-24.0","23245","2022461","none"
"1006.7999999821186","false","square,circle,hexagon","32","80,81","circle,square,diamond,hexagon,triangle","B","A","D","80","common","training","14","true","1","categorize-html","30","81865","0.0-4.0-26.0","23245","2022461","none"
"643.3000000119209","false","square,circle,hexagon","32","80,81","circle,square,diamond,hexagon,triangle","B","A","D","80","common","training","15","true","1","categorize-html","32","83522","0.0-4.0-28.0","23245","2022461","none"
"1088.800000011921","false","square,hexagon,circle","32","80,81","circle,square,diamond,hexagon,triangle","B","D","A","80","common","training","16","true","1","categorize-html","34","85634","0.0-4.0-30.0","23245","2022461","none"
"644.5","false","hexagon,square,circle","32","80,81","circle,square,diamond,hexagon,triangle","D","B","A","80","common","training","17","true","1","categorize-html","36","87293","0.0-4.0-32.0","23245","2022461","none"
"397","false","hexagon,circle,square","32","80,81","circle,square,diamond,hexagon,triangle","D","A","B","80","common","training","18","true","1","categorize-html","38","88717","0.0-4.0-34.0","23245","2022461","none"
"1033.7999999821186","false","hexagon,square,circle","32","80,81","circle,square,diamond,hexagon,triangle","D","B","A","80","common","training","19","true","1","categorize-html","40","90771","0.0-4.0-36.0","23245","2022461","none"
"920.6999999880791","false","circle,square,hexagon","32","80,81","circle,square,diamond,hexagon,triangle","A","B","D","80","common","training","20","true","1","categorize-html","42","92705","0.0-4.0-38.0","23245","2022461","none"
"862.3000000119209","false","square,hexagon,circle","32","80,81","circle,square,diamond,hexagon,triangle","B","D","A","80","common","training","21","true","1","categorize-html","44","94589","0.0-4.0-40.0","23245","2022461","none"
"736.5999999940395","false","hexagon,circle,square","32","80,81","circle,square,diamond,hexagon,triangle","D","A","B","80","common","training","22","true","1","categorize-html","46","96338","0.0-4.0-42.0","23245","2022461","none"
"1050.300000011921","false","circle,hexagon,square","32","80,81","circle,square,diamond,hexagon,triangle","A","D","B","80","common","training","23","true","1","categorize-html","48","98407","0.0-4.0-44.0","23245","2022461","none"
"1174.0999999940395","false","triangle,diamond,circle","32","80,81","circle,square,diamond,hexagon,triangle","E","C","A","81","rare","training","24","true","1","categorize-html","50","100601","0.0-4.0-46.0","23245","2022461","none"
"3128","false","square,diamond","80","80,81","circle,square,diamond,hexagon,triangle","B","C","","","","test","1","true","1","categorize-html","54","149847","0.0-6.0-0.0","23245","2022461","common"
"2100.0999999940395","false","circle","80","80,81","circle,square,diamond,hexagon,triangle","A","","","","","test","2","true","1","categorize-html","56","153468","0.0-6.0-2.0","23245","2022461","common"
"833.2000000178814","false","diamond,circle","81","80,81","circle,square,diamond,hexagon,triangle","C","A","","","","test","3","true","1","categorize-html","58","155819","0.0-6.0-4.0","23245","2022461","rare"
"2069.199999988079","false","square,circle","80","80,81","circle,square,diamond,hexagon,triangle","B","A","","","","test","4","true","1","categorize-html","60","159406","0.0-6.0-6.0","23245","2022461","common"
