"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"3834","false","circle,square,hexagon","32","80,81","circle,square,triangle,hexagon,diamond","A","B","D","80","common","training","1","true","1","categorize-html","4","25924","0.0-4.0-0.0","25192","202302014","none"
"null","false","triangle,circle,diamond","null","80,81","circle,square,triangle,hexagon,diamond","C","A","E","81","rare","training","2","true","1","categorize-html","6","32761","0.0-4.0-2.0","25192","202302014","none"
"962.2000000001863","false","diamond,circle,triangle","32","80,81","circle,square,triangle,hexagon,diamond","E","A","C","81","rare","training","3","true","1","categorize-html","8","34738","0.0-4.0-4.0","25192","202302014","none"
"1465.1000000000931","false","hexagon,square,circle","32","80,81","circle,square,triangle,hexagon,diamond","D","B","A","80","common","training","4","true","1","categorize-html","10","37234","0.0-4.0-6.0","25192","202302014","none"
"2644.7999999998137","false","square,circle,hexagon","32","80,81","circle,square,triangle,hexagon,diamond","B","A","D","80","common","training","5","true","1","categorize-html","12","40899","0.0-4.0-8.0","25192","202302014","none"
"1588.6000000000931","false","triangle,diamond,circle","32","80,81","circle,square,triangle,hexagon,diamond","C","E","A","81","rare","training","6","true","1","categorize-html","14","43506","0.0-4.0-10.0","25192","202302014","none"
"1162.8999999999069","false","circle,triangle,diamond","32","80,81","circle,square,triangle,hexagon,diamond","A","C","E","81","rare","training","7","true","1","categorize-html","16","45693","0.0-4.0-12.0","25192","202302014","none"
"834.1000000000931","false","circle,hexagon,square","32","80,81","circle,square,triangle,hexagon,diamond","A","D","B","80","common","training","8","true","1","categorize-html","18","47549","0.0-4.0-14.0","25192","202302014","none"
"882.3999999999069","false","square,hexagon,circle","32","80,81","circle,square,triangle,hexagon,diamond","B","D","A","80","common","training","9","true","1","categorize-html","20","49457","0.0-4.0-16.0","25192","202302014","none"
"689.8000000002794","false","hexagon,circle,square","32","80,81","circle,square,triangle,hexagon,diamond","D","A","B","80","common","training","10","true","1","categorize-html","22","51164","0.0-4.0-18.0","25192","202302014","none"
