"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","hexagon,diamond,triangle","null","81,80","triangle,hexagon,square,diamond,circle","B","D","A","81","common","training","1","true","1","categorize-html","4","56714","0.0-4.0-0.0","23321","202232911","none"
"2274.5","false","hexagon,diamond,triangle","32","81,80","triangle,hexagon,square,diamond,circle","B","D","A","81","common","training","2","true","1","categorize-html","6","60017","0.0-4.0-2.0","23321","202232911","none"
"2352.100000023842","false","triangle,diamond,hexagon","32","81,80","triangle,hexagon,square,diamond,circle","A","D","B","81","common","training","3","true","1","categorize-html","8","63386","0.0-4.0-4.0","23321","202232911","none"
"2657","false","diamond,hexagon,triangle","32","81,80","triangle,hexagon,square,diamond,circle","D","B","A","81","common","training","4","true","1","categorize-html","10","67059","0.0-4.0-6.0","23321","202232911","none"
"4018.4000000059605","false","circle,triangle,square","32","81,80","triangle,hexagon,square,diamond,circle","E","A","C","80","rare","training","5","true","1","categorize-html","12","72107","0.0-4.0-8.0","23321","202232911","none"
"2753.0999999940395","false","diamond,hexagon,triangle","32","81,80","triangle,hexagon,square,diamond,circle","D","B","A","81","common","training","6","true","1","categorize-html","14","75885","0.0-4.0-10.0","23321","202232911","none"
"2641.2000000178814","false","circle,square,triangle","32","81,80","triangle,hexagon,square,diamond,circle","E","C","A","80","rare","training","7","true","1","categorize-html","16","79547","0.0-4.0-12.0","23321","202232911","none"
"3601.100000023842","false","hexagon,triangle,diamond","32","81,80","triangle,hexagon,square,diamond,circle","B","A","D","81","common","training","8","true","1","categorize-html","18","84175","0.0-4.0-14.0","23321","202232911","none"
"1020.5","false","hexagon,diamond,triangle","32","81,80","triangle,hexagon,square,diamond,circle","B","D","A","81","common","training","9","true","1","categorize-html","20","86205","0.0-4.0-16.0","23321","202232911","none"
"973","false","hexagon,triangle,diamond","32","81,80","triangle,hexagon,square,diamond,circle","B","A","D","81","common","training","10","true","1","categorize-html","22","88201","0.0-4.0-18.0","23321","202232911","none"
"2471.2000000178814","false","triangle,circle,square","32","81,80","triangle,hexagon,square,diamond,circle","A","E","C","80","rare","training","11","true","1","categorize-html","24","91693","0.0-4.0-20.0","23321","202232911","none"
"925.3000000119209","false","triangle,square,circle","32","81,80","triangle,hexagon,square,diamond,circle","A","C","E","80","rare","training","12","true","1","categorize-html","26","93635","0.0-4.0-22.0","23321","202232911","none"
"1271.9000000059605","false","triangle,diamond,hexagon","32","81,80","triangle,hexagon,square,diamond,circle","A","D","B","81","common","training","13","true","1","categorize-html","28","95917","0.0-4.0-24.0","23321","202232911","none"
"983.3000000119209","false","square,triangle,circle","32","81,80","triangle,hexagon,square,diamond,circle","C","A","E","80","rare","training","14","true","1","categorize-html","30","97930","0.0-4.0-26.0","23321","202232911","none"
"894.7999999821186","false","triangle,hexagon,diamond","32","81,80","triangle,hexagon,square,diamond,circle","A","B","D","81","common","training","15","true","1","categorize-html","32","99838","0.0-4.0-28.0","23321","202232911","none"
"1009.5","false","diamond,triangle,hexagon","32","81,80","triangle,hexagon,square,diamond,circle","D","A","B","81","common","training","16","true","1","categorize-html","34","101876","0.0-4.0-30.0","23321","202232911","none"
"752.9000000059605","false","hexagon,triangle,diamond","32","81,80","triangle,hexagon,square,diamond,circle","B","A","D","81","common","training","17","true","1","categorize-html","36","103647","0.0-4.0-32.0","23321","202232911","none"
"932.9000000059605","false","triangle,diamond,hexagon","32","81,80","triangle,hexagon,square,diamond,circle","A","D","B","81","common","training","18","true","1","categorize-html","38","105603","0.0-4.0-34.0","23321","202232911","none"
"988.9000000059605","false","square,circle,triangle","32","81,80","triangle,hexagon,square,diamond,circle","C","E","A","80","rare","training","19","true","1","categorize-html","40","107601","0.0-4.0-36.0","23321","202232911","none"
"711.3000000119209","false","diamond,hexagon,triangle","32","81,80","triangle,hexagon,square,diamond,circle","D","B","A","81","common","training","20","true","1","categorize-html","42","109333","0.0-4.0-38.0","23321","202232911","none"
"759.1999999880791","false","triangle,hexagon,diamond","32","81,80","triangle,hexagon,square,diamond,circle","A","B","D","81","common","training","21","true","1","categorize-html","44","111104","0.0-4.0-40.0","23321","202232911","none"
"980.5999999940395","false","diamond,triangle,hexagon","32","81,80","triangle,hexagon,square,diamond,circle","D","A","B","81","common","training","22","true","1","categorize-html","46","113099","0.0-4.0-42.0","23321","202232911","none"
"681","false","triangle,hexagon,diamond","32","81,80","triangle,hexagon,square,diamond,circle","A","B","D","81","common","training","23","true","1","categorize-html","48","114801","0.0-4.0-44.0","23321","202232911","none"
"720.3999999761581","false","diamond,triangle,hexagon","32","81,80","triangle,hexagon,square,diamond,circle","D","A","B","81","common","training","24","true","1","categorize-html","50","116550","0.0-4.0-46.0","23321","202232911","none"
"4880.5999999940395","false","triangle,square","80","81,80","triangle,hexagon,square,diamond,circle","A","C","","","","test","1","true","1","categorize-html","54","154881","0.0-6.0-0.0","23321","202232911","rare"
"2773.600000023842","false","square","80","81,80","triangle,hexagon,square,diamond,circle","C","","","","","test","2","true","1","categorize-html","56","159163","0.0-6.0-2.0","23321","202232911","rare"
"995.4000000059605","false","square","80","81,80","triangle,hexagon,square,diamond,circle","C","","","","","test","3","true","1","categorize-html","58","161683","0.0-6.0-4.0","23321","202232911","rare"
