"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","hexagon,square,triangle","null","81,80","square,triangle,diamond,hexagon,circle","D","A","B","81","common","training","1","true","1","categorize-html","4","124617","0.0-4.0-0.0","25399","202301717","none"
"3285","false","hexagon,triangle,square","32","81,80","square,triangle,diamond,hexagon,circle","D","B","A","81","common","training","2","true","1","categorize-html","6","128909","0.0-4.0-2.0","25399","202301717","none"
"2844","false","triangle,hexagon,square","32","81,80","square,triangle,diamond,hexagon,circle","B","D","A","81","common","training","3","true","1","categorize-html","8","132760","0.0-4.0-4.0","25399","202301717","none"
"1938","false","square,hexagon,triangle","32","81,80","square,triangle,diamond,hexagon,circle","A","D","B","81","common","training","4","true","1","categorize-html","10","135703","0.0-4.0-6.0","25399","202301717","none"
"3822.000000000029","false","square,triangle,hexagon","32","81,80","square,triangle,diamond,hexagon,circle","A","B","D","81","common","training","5","true","1","categorize-html","12","140530","0.0-4.0-8.0","25399","202301717","none"
"2353.999999999971","false","square,hexagon,triangle","32","81,80","square,triangle,diamond,hexagon,circle","A","D","B","81","common","training","6","true","1","categorize-html","14","143891","0.0-4.0-10.0","25399","202301717","none"
"1724","false","hexagon,triangle,square","32","81,80","square,triangle,diamond,hexagon,circle","D","B","A","81","common","training","7","true","1","categorize-html","16","146620","0.0-4.0-12.0","25399","202301717","none"
"2347","false","hexagon,triangle,square","32","81,80","square,triangle,diamond,hexagon,circle","D","B","A","81","common","training","8","true","1","categorize-html","18","149972","0.0-4.0-14.0","25399","202301717","none"
"2912","false","diamond,square,circle","32","81,80","square,triangle,diamond,hexagon,circle","C","A","E","80","rare","training","9","true","1","categorize-html","20","153891","0.0-4.0-16.0","25399","202301717","none"
"2837","false","triangle,hexagon,square","32","81,80","square,triangle,diamond,hexagon,circle","B","D","A","81","common","training","10","true","1","categorize-html","22","157734","0.0-4.0-18.0","25399","202301717","none"
"2709","false","triangle,square,hexagon","32","81,80","square,triangle,diamond,hexagon,circle","B","A","D","81","common","training","11","true","1","categorize-html","24","161449","0.0-4.0-20.0","25399","202301717","none"
"2713","false","hexagon,square,triangle","32","81,80","square,triangle,diamond,hexagon,circle","D","A","B","81","common","training","12","true","1","categorize-html","26","165168","0.0-4.0-22.0","25399","202301717","none"
"2764","false","hexagon,square,triangle","32","81,80","square,triangle,diamond,hexagon,circle","D","A","B","81","common","training","13","true","1","categorize-html","28","168937","0.0-4.0-24.0","25399","202301717","none"
"3426.000000000029","false","circle,square,diamond","32","81,80","square,triangle,diamond,hexagon,circle","E","A","C","80","rare","training","14","true","1","categorize-html","30","173368","0.0-4.0-26.0","25399","202301717","none"
"3441.999999999971","false","triangle,hexagon,square","32","81,80","square,triangle,diamond,hexagon,circle","B","D","A","81","common","training","15","true","1","categorize-html","32","177817","0.0-4.0-28.0","25399","202301717","none"
"2371","false","triangle,square,hexagon","32","81,80","square,triangle,diamond,hexagon,circle","B","A","D","81","common","training","16","true","1","categorize-html","34","181194","0.0-4.0-30.0","25399","202301717","none"
"2909","false","square,diamond,circle","32","81,80","square,triangle,diamond,hexagon,circle","A","C","E","80","rare","training","17","true","1","categorize-html","36","185109","0.0-4.0-32.0","25399","202301717","none"
"3172","false","square,triangle,hexagon","32","81,80","square,triangle,diamond,hexagon,circle","A","B","D","81","common","training","18","true","1","categorize-html","38","189287","0.0-4.0-34.0","25399","202301717","none"
"2130","false","square,triangle,hexagon","32","81,80","square,triangle,diamond,hexagon,circle","A","B","D","81","common","training","19","true","1","categorize-html","40","192423","0.0-4.0-36.0","25399","202301717","none"
"2095.999999999971","false","triangle,square,hexagon","32","81,80","square,triangle,diamond,hexagon,circle","B","A","D","81","common","training","20","true","1","categorize-html","42","195524","0.0-4.0-38.0","25399","202301717","none"
"2222","false","square,circle,diamond","32","81,80","square,triangle,diamond,hexagon,circle","A","E","C","80","rare","training","21","true","1","categorize-html","44","198752","0.0-4.0-40.0","25399","202301717","none"
