"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"1526.699999988079","false","hexagon,triangle,square","32","81,80","triangle,hexagon,circle,square,diamond","B","A","D","81","common","training","1","true","1","categorize-html","4","26788","0.0-4.0-0.0","24383","20230188","none"
"1430","false","triangle,hexagon,square","32","81,80","triangle,hexagon,circle,square,diamond","A","B","D","81","common","training","2","true","1","categorize-html","6","29242","0.0-4.0-2.0","24383","20230188","none"
"782.5999999642372","false","square,triangle,hexagon","32","81,80","triangle,hexagon,circle,square,diamond","D","A","B","81","common","training","3","true","1","categorize-html","8","31038","0.0-4.0-4.0","24383","20230188","none"
"978.4000000357628","false","circle,triangle,diamond","32","81,80","triangle,hexagon,circle,square,diamond","C","A","E","80","rare","training","4","true","1","categorize-html","10","33039","0.0-4.0-6.0","24383","20230188","none"
"914.6999999880791","false","hexagon,square,triangle","32","81,80","triangle,hexagon,circle,square,diamond","B","D","A","81","common","training","5","true","1","categorize-html","12","34970","0.0-4.0-8.0","24383","20230188","none"
"386.80000001192093","false","triangle,square,hexagon","32","81,80","triangle,hexagon,circle,square,diamond","A","D","B","81","common","training","6","true","1","categorize-html","14","36385","0.0-4.0-10.0","24383","20230188","none"
"355.30000001192093","false","circle,diamond,triangle","32","81,80","triangle,hexagon,circle,square,diamond","C","E","A","80","rare","training","7","true","1","categorize-html","16","37770","0.0-4.0-12.0","24383","20230188","none"
"309.10000002384186","false","triangle,diamond,circle","32","81,80","triangle,hexagon,circle,square,diamond","A","E","C","80","rare","training","8","true","1","categorize-html","18","39106","0.0-4.0-14.0","24383","20230188","none"
"778.3999999761581","false","diamond,circle,triangle","32","81,80","triangle,hexagon,circle,square,diamond","E","C","A","80","rare","training","9","true","1","categorize-html","20","40906","0.0-4.0-16.0","24383","20230188","none"
"339.5","false","hexagon,triangle,square","32","81,80","triangle,hexagon,circle,square,diamond","B","A","D","81","common","training","10","true","1","categorize-html","22","42273","0.0-4.0-18.0","24383","20230188","none"
"408.10000002384186","false","square,hexagon,triangle","32","81,80","triangle,hexagon,circle,square,diamond","D","B","A","81","common","training","11","true","1","categorize-html","24","43705","0.0-4.0-20.0","24383","20230188","none"
"314.5","false","triangle,circle,diamond","32","81,80","triangle,hexagon,circle,square,diamond","A","C","E","80","rare","training","12","true","1","categorize-html","26","45050","0.0-4.0-22.0","24383","20230188","none"
"287.9000000357628","false","triangle,square,hexagon","32","81,80","triangle,hexagon,circle,square,diamond","A","D","B","81","common","training","13","true","1","categorize-html","28","46370","0.0-4.0-24.0","24383","20230188","none"
"249.30000001192093","false","hexagon,triangle,square","32","81,80","triangle,hexagon,circle,square,diamond","B","A","D","81","common","training","14","true","1","categorize-html","30","47655","0.0-4.0-26.0","24383","20230188","none"
"410.9000000357628","false","diamond,triangle,circle","32","81,80","triangle,hexagon,circle,square,diamond","E","A","C","80","rare","training","15","true","1","categorize-html","32","49088","0.0-4.0-28.0","24383","20230188","none"
