"rt","correct","stimulus","key_press","keys","symptoms_shuffle","symptom1","symptom2","symptom3","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"4992.5","false","triangle,circle,square","32","80,81","square,triangle,diamond,circle,hexagon","B","D","A","80","common","training","1","true","1","categorize-html","4","151889","0.0-4.0-0.0","25292","202301816","none"
"2698","false","square,hexagon,diamond","32","80,81","square,triangle,diamond,circle,hexagon","A","E","C","81","rare","training","2","true","1","categorize-html","6","155629","0.0-4.0-2.0","25292","202301816","none"
"2662.2999999970198","false","triangle,square,circle","32","80,81","square,triangle,diamond,circle,hexagon","B","A","D","80","common","training","3","true","1","categorize-html","8","159332","0.0-4.0-4.0","25292","202301816","none"
"2910.4000000059605","false","diamond,square,hexagon","32","80,81","square,triangle,diamond,circle,hexagon","C","A","E","81","rare","training","4","true","1","categorize-html","10","163273","0.0-4.0-6.0","25292","202301816","none"
"3580","false","square,circle,triangle","32","80,81","square,triangle,diamond,circle,hexagon","A","D","B","80","common","training","5","true","1","categorize-html","12","167886","0.0-4.0-8.0","25292","202301816","none"
"2982.5999999940395","false","triangle,square,circle","32","80,81","square,triangle,diamond,circle,hexagon","B","A","D","80","common","training","6","true","1","categorize-html","14","171900","0.0-4.0-10.0","25292","202301816","none"
"2959.5","false","circle,square,triangle","32","80,81","square,triangle,diamond,circle,hexagon","D","A","B","80","common","training","7","true","1","categorize-html","16","175898","0.0-4.0-12.0","25292","202301816","none"
"1864.7000000029802","false","triangle,square,circle","32","80,81","square,triangle,diamond,circle,hexagon","B","A","D","80","common","training","8","true","1","categorize-html","18","178807","0.0-4.0-14.0","25292","202301816","none"
"4973.70000000298","false","diamond,hexagon,square","32","80,81","square,triangle,diamond,circle,hexagon","C","E","A","81","rare","training","9","true","1","categorize-html","20","184821","0.0-4.0-16.0","25292","202301816","none"
"1899.699999988079","false","square,circle,triangle","32","80,81","square,triangle,diamond,circle,hexagon","A","D","B","80","common","training","10","true","1","categorize-html","22","187744","0.0-4.0-18.0","25292","202301816","none"
"2371.2999999970198","false","triangle,circle,square","32","80,81","square,triangle,diamond,circle,hexagon","B","D","A","80","common","training","11","true","1","categorize-html","24","191155","0.0-4.0-20.0","25292","202301816","none"
"1612.5999999940395","false","circle,triangle,square","32","80,81","square,triangle,diamond,circle,hexagon","D","B","A","80","common","training","12","true","1","categorize-html","26","193797","0.0-4.0-22.0","25292","202301816","none"
"2085","false","circle,square,triangle","32","80,81","square,triangle,diamond,circle,hexagon","D","A","B","80","common","training","13","true","1","categorize-html","28","196911","0.0-4.0-24.0","25292","202301816","none"
"2810.4000000059605","false","circle,triangle,square","32","80,81","square,triangle,diamond,circle,hexagon","D","B","A","80","common","training","14","true","1","categorize-html","30","200750","0.0-4.0-26.0","25292","202301816","none"
"2560.0999999940395","false","square,circle,triangle","32","80,81","square,triangle,diamond,circle,hexagon","A","D","B","80","common","training","15","true","1","categorize-html","32","204332","0.0-4.0-28.0","25292","202301816","none"
"null","false","hexagon,square,diamond","null","80,81","square,triangle,diamond,circle,hexagon","E","A","C","81","rare","training","16","true","1","categorize-html","34","210097","0.0-4.0-30.0","25292","202301816","none"
"null","false","circle,triangle,square","null","80,81","square,triangle,diamond,circle,hexagon","D","B","A","80","common","training","17","true","1","categorize-html","36","216142","0.0-4.0-32.0","25292","202301816","none"
"2608.1000000089407","false","circle,square,triangle","32","80,81","square,triangle,diamond,circle,hexagon","D","A","B","80","common","training","18","true","1","categorize-html","38","219779","0.0-4.0-34.0","25292","202301816","none"
"1277.5","false","triangle,circle,square","32","80,81","square,triangle,diamond,circle,hexagon","B","D","A","80","common","training","19","true","1","categorize-html","40","222084","0.0-4.0-36.0","25292","202301816","none"
"3661.199999988079","false","hexagon,diamond,square","32","80,81","square,triangle,diamond,circle,hexagon","E","C","A","81","rare","training","20","true","1","categorize-html","42","226769","0.0-4.0-38.0","25292","202301816","none"
"null","false","square,diamond,hexagon","null","80,81","square,triangle,diamond,circle,hexagon","A","C","E","81","rare","training","21","true","1","categorize-html","44","232823","0.0-4.0-40.0","25292","202301816","none"
"2193.5","false","square,triangle,circle","32","80,81","square,triangle,diamond,circle,hexagon","A","B","D","80","common","training","22","true","1","categorize-html","46","236043","0.0-4.0-42.0","25292","202301816","none"
"2069.2999999970198","false","square,triangle,circle","32","80,81","square,triangle,diamond,circle,hexagon","A","B","D","80","common","training","23","true","1","categorize-html","48","239150","0.0-4.0-44.0","25292","202301816","none"
"2555.199999988079","false","square,triangle,circle","32","80,81","square,triangle,diamond,circle,hexagon","A","B","D","80","common","training","24","true","1","categorize-html","50","242736","0.0-4.0-46.0","25292","202301816","none"
"1303.699999988079","false","circle,triangle,square","32","80,81","square,triangle,diamond,circle,hexagon","D","B","A","80","common","training","25","true","2","categorize-html","53","257089","0.0-4.0-49.0","25292","202301816","none"
"615.7000000029802","false","square,circle,triangle","32","80,81","square,triangle,diamond,circle,hexagon","A","D","B","80","common","training","26","true","2","categorize-html","55","258717","0.0-4.0-51.0","25292","202301816","none"
"2208.2000000029802","false","triangle,square,circle","32","80,81","square,triangle,diamond,circle,hexagon","B","A","D","80","common","training","27","true","2","categorize-html","57","261956","0.0-4.0-53.0","25292","202301816","none"
"1294.5","false","square,hexagon,diamond","32","80,81","square,triangle,diamond,circle,hexagon","A","E","C","81","rare","training","28","true","2","categorize-html","59","264274","0.0-4.0-55.0","25292","202301816","none"
